	C_S27	C_S28	C_S31	C_S43	C_S48	E_S36	E_S41	E_S42	E_S49	E_S50	N_S29	N_S30	N_S37	N_S38	N_S46
ENSG00000208892	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000257000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274670	0	0	1	1	0	0	2	5	3	0	0	0	0	4	0
ENSG00000279640	1	0	0	0	0	0	0	0	5	1	0	4	0	3	0
ENSG00000256804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185163	85	238	203	32	98	80	178	99	273	198	130	217	142	125	114
ENSG00000184967	151	263	171	76	90	40	120	80	261	195	137	166	95	111	88
ENSG00000276693	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000256576	0	5	1	0	0	7	6	1	9	7	9	2	0	1	1
ENSG00000256312	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
ENSG00000279480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183495	187	435	143	120	178	185	273	152	259	181	166	475	89	263	109
ENSG00000087470	422	821	448	239	234	184	600	208	311	265	231	384	179	278	111
ENSG00000256835	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000255733	3	1	3	0	4	1	1	6	0	0	4	2	0	0	4
ENSG00000244432	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000236946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111537	1	1	0	0	1	0	9	13	3	0	0	28	0	5	0
ENSG00000111536	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSG00000127318	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000111554	65	122	89	26	72	27	89	78	39	46	44	96	43	45	34
ENSG00000256273	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
ENSG00000178882	1	3	4	0	4	1	12	10	20	6	6	4	0	0	2
ENSG00000273049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198353	0	1	1	0	0	1	6	2	9	3	0	10	0	0	2
ENSG00000172789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248265	1	0	0	0	2	2	2	0	2	0	0	0	0	1	2
ENSG00000249388	1	3	1	0	0	0	3	4	0	0	2	0	0	1	0
ENSG00000250432	0	0	0	0	0	5	0	0	4	0	0	0	0	0	1
ENSG00000202146	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000123415	215	291	372	224	237	95	239	199	371	266	229	389	217	177	148
ENSG00000250742	11	24	3	7	15	6	14	33	36	19	23	20	3	20	13
ENSG00000260470	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
ENSG00000257534	0	2	0	0	0	0	2	0	0	1	0	0	5	0	0
ENSG00000248576	0	0	0	0	0	0	2	0	0	4	0	0	0	0	1
ENSG00000231887	0	4	5	2	1	3	4	6	11	2	2	5	0	14	1
ENSG00000275778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000212127	10	6	8	4	12	3	14	35	10	24	5	18	4	20	8
ENSG00000212126	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0
ENSG00000255837	1	10	20	1	19	11	12	21	14	4	4	10	4	16	6
ENSG00000212124	0	0	4	0	1	0	0	0	1	1	0	0	0	1	0
ENSG00000256436	0	0	0	0	3	0	2	0	2	0	1	3	0	0	0
ENSG00000256019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000226761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255374	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000256400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256188	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000256981	0	1	0	1	0	0	1	1	0	2	1	2	0	2	0
ENSG00000256712	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
ENSG00000256537	362	493	427	272	189	131	342	210	420	263	151	413	246	245	210
ENSG00000290204	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0
ENSG00000287243	0	0	0	0	0	1	4	1	0	0	0	0	2	0	0
ENSG00000111788	1	260	16	6	36	54	121	31	80	44	19	139	23	84	63
ENSG00000212440	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000255753	0	1	0	1	0	1	2	0	7	1	0	5	0	2	2
ENSG00000279001	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000271065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257851	5	24	10	0	6	4	14	10	12	3	7	3	14	0	10
ENSG00000284730	42	27	40	13	43	18	33	27	36	60	61	53	24	25	25
ENSG00000196876	43	155	48	30	75	54	119	103	65	84	57	264	36	79	38
ENSG00000120645	3	19	3	4	6	4	3	6	34	12	13	41	1	19	20
ENSG00000256948	5	6	2	2	1	2	8	1	1	0	1	2	0	6	4
ENSG00000249695	0	1	0	0	1	0	0	2	4	2	0	3	0	1	1
ENSG00000256694	6	15	2	0	1	0	3	2	0	4	1	1	0	0	2
ENSG00000256540	1	12	0	0	0	0	0	4	7	0	4	2	0	4	8
ENSG00000111181	349	240	731	597	641	448	317	482	406	982	830	1906	423	263	590
ENSG00000255671	0	0	1	0	0	2	0	1	0	0	1	6	10	0	0
ENSG00000256577	0	0	0	0	2	0	2	0	0	0	2	2	0	3	0
ENSG00000010379	120	62	272	66	141	92	65	153	127	208	110	465	165	142	205
ENSG00000255746	0	0	6	1	1	0	3	25	0	6	4	0	2	0	1
ENSG00000261799	18	26	22	13	21	6	34	27	23	23	8	19	7	38	12
ENSG00000290285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000073614	461	644	446	319	366	258	579	424	676	389	388	713	222	682	263
ENSG00000120647	24	87	61	35	35	32	62	84	68	80	24	49	34	21	23
ENSG00000289766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134532	140	126	91	98	89	92	90	148	61	98	66	347	42	186	92
ENSG00000256473	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000216192	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
ENSG00000256120	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0
ENSG00000197503	0	0	1	0	0	0	1	9	0	1	0	0	0	0	0
ENSG00000256852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183395	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281344	26	23	26	10	34	11	101	374	46	33	5	16	15	39	19
ENSG00000264554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283052	0	3	4	1	1	0	6	2	8	0	0	0	0	6	0
ENSG00000017427	583	65	305	245	144	106	92	119	687	199	157	153	88	159	221
ENSG00000257254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258169	0	0	0	1	2	0	0	10	0	2	0	0	5	0	1
ENSG00000257564	1	2	2	0	3	2	4	0	1	1	3	5	0	3	3
ENSG00000257948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000067715	34	9	25	22	12	11	20	39	19	13	7	35	10	17	16
ENSG00000257191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257894	1	0	0	0	6	1	4	7	4	3	1	0	2	4	0
ENSG00000221788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257604	0	2	4	0	2	0	4	17	16	4	1	0	0	4	2
ENSG00000257474	0	1	2	0	2	0	2	1	0	0	0	0	0	1	0
ENSG00000257956	0	0	1	0	0	0	2	0	0	0	0	1	0	3	0
ENSG00000176915	306	908	450	178	376	205	791	361	682	499	337	588	288	375	216
ENSG00000247077	504	710	310	263	242	117	441	132	201	213	219	391	343	223	132
ENSG00000205754	1	3	1	0	2	2	0	1	0	0	0	5	0	2	0
ENSG00000290524	1	1	1	0	2	2	1	19	0	1	0	2	0	1	0
ENSG00000256667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290537	2	18	15	1	17	4	9	13	16	13	7	12	1	12	4
ENSG00000238105	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
ENSG00000290571	16	128	97	17	42	68	68	43	76	95	52	225	26	96	56
ENSG00000257489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290576	3	2	4	0	1	0	6	52	3	1	0	1	0	0	1
ENSG00000248593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290813	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000233606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290814	0	0	0	0	1	0	1	9	2	0	0	1	0	2	0
ENSG00000286220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290863	1	1	4	0	0	0	0	0	3	0	0	2	0	0	0
ENSG00000255583	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000290896	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000244050	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000290939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164845	4	3	16	7	11	3	9	1	44	4	9	10	0	5	10
ENSG00000290940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257896	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000257542	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000135477	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000274928	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000290967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185684	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
ENSG00000291171	51	122	74	18	119	56	107	120	103	85	73	240	57	232	91
ENSG00000250654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000291180	1	5	3	0	2	3	0	3	2	1	0	4	0	0	1
ENSG00000256274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000291182	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000250770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000291189	0	1	0	2	0	0	3	2	1	2	0	4	0	12	0
ENSG00000256069	0	12	0	1	2	3	8	1	6	2	6	6	0	10	2
ENSG00000256650	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0
ENSG00000255660	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000256283	0	2	0	2	0	1	0	0	1	0	0	2	0	0	0
ENSG00000243916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271327	1	2	1	1	8	3	6	5	11	4	1	6	0	5	3
ENSG00000139323	181	216	140	86	94	75	168	148	110	82	59	158	65	61	60
ENSG00000226982	1	5	2	1	5	2	2	2	1	3	0	1	1	0	5
ENSG00000259075	0	1	1	1	1	1	1	5	1	1	1	3	0	0	0
ENSG00000257594	6	5	0	1	2	6	0	0	0	0	1	2	0	0	0
ENSG00000279939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258302	0	10	1	0	2	4	5	2	11	2	4	7	0	18	3
ENSG00000271614	5	17	10	7	2	4	4	25	21	10	12	13	4	7	6
ENSG00000252207	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000257480	0	0	0	0	2	0	2	8	1	0	0	0	0	0	0
ENSG00000252823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257725	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1
ENSG00000070961	383	541	398	269	472	197	383	353	439	257	218	539	309	689	187
ENSG00000121361	875	405	995	509	598	310	289	316	563	521	640	1368	221	562	353
ENSG00000276136	4	6	7	5	10	6	10	8	22	5	4	5	2	31	4
ENSG00000257094	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000257852	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000271357	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000257530	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000151746	20	30	24	8	26	29	111	43	58	42	18	48	8	34	6
ENSG00000277342	0	0	0	0	0	0	2	0	3	0	0	0	1	0	0
ENSG00000258134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274964	5	0	2	1	0	2	6	4	3	6	1	4	0	1	3
ENSG00000276115	0	1	2	1	0	0	2	2	5	2	0	1	0	4	1
ENSG00000018236	0	16	5	2	23	6	6	23	13	28	17	51	4	8	3
ENSG00000274682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000110900	12	27	4	20	49	13	12	18	31	39	13	28	9	6	11
ENSG00000290531	0	0	6	0	0	1	7	10	4	3	0	0	0	4	1
ENSG00000226472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245614	2	1	0	0	4	0	3	0	3	3	2	3	3	4	1
ENSG00000013573	111	249	40	30	90	39	141	93	283	131	95	180	81	122	129
ENSG00000212533	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ENSG00000270926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000291250	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0
ENSG00000177359	0	0	0	0	0	0	2	6	2	0	0	0	0	0	0
ENSG00000291098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000291251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000291252	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000270766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243517	68	108	152	23	41	26	146	112	305	118	115	68	85	79	66
ENSG00000270395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275097	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139146	53	106	92	27	69	67	225	96	129	117	66	96	28	80	54
ENSG00000256176	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000177340	0	2	0	0	0	0	0	4	2	0	2	0	0	0	0
ENSG00000241251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257813	0	0	0	0	2	0	0	1	0	1	0	1	0	3	0
ENSG00000271508	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000257907	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000291253	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
ENSG00000290959	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000291190	0	2	0	0	0	2	0	0	2	1	1	1	0	0	1
ENSG00000291254	1	2	8	1	3	2	8	4	10	5	3	8	0	1	3
ENSG00000237248	73	301	49	42	23	24	73	21	35	33	37	136	19	38	9
ENSG00000212432	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000284634	0	2	4	0	1	1	4	1	4	1	1	1	1	0	1
ENSG00000214776	0	1	0	0	0	0	0	4	2	0	2	2	0	0	0
ENSG00000256975	2	3	1	0	1	1	0	0	0	0	1	1	1	2	2
ENSG00000291289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290469	0	0	0	0	0	0	0	1	3	1	1	0	0	1	0
ENSG00000111796	102	17	45	29	51	20	13	93	174	134	48	67	5	83	21
ENSG00000291107	1	3	9	2	3	6	11	12	9	5	9	20	0	0	7
ENSG00000291295	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000135406	1	0	0	0	2	0	0	0	2	0	0	0	0	1	0
ENSG00000123352	50	228	52	49	69	50	139	87	191	179	56	122	43	58	45
ENSG00000111450	177	248	142	57	124	99	173	131	182	159	103	140	42	144	72
ENSG00000089163	33	50	27	32	13	17	27	41	31	33	15	31	36	7	22
ENSG00000252659	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000170890	7	14	0	8	4	0	3	7	5	0	2	1	4	0	2
ENSG00000135097	1	33	0	0	25	7	9	20	9	7	6	3	4	14	7
ENSG00000256695	0	0	0	0	0	0	3	10	0	0	0	0	0	1	3
ENSG00000111786	500	1050	628	355	510	296	849	537	593	556	614	927	611	188	500
ENSG00000248008	54	95	59	29	32	29	82	23	65	58	32	40	32	19	15
ENSG00000256298	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0
ENSG00000256906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279193	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0
ENSG00000276122	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000280405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111432	0	18	1	0	3	0	2	0	0	6	1	3	0	0	1
ENSG00000242963	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000259862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198056	44	97	31	15	17	25	40	34	34	20	21	49	13	13	19
ENSG00000139154	121	221	151	99	172	115	218	134	140	166	87	238	54	160	81
ENSG00000200885	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000052126	282	487	268	146	197	206	281	371	249	291	221	424	114	303	161
ENSG00000134533	19	66	14	9	46	27	50	199	76	99	65	71	0	36	24
ENSG00000139289	1000	1707	2674	259	742	611	903	2328	1394	1837	1058	1748	561	3165	470
ENSG00000177981	647	468	573	401	326	164	324	290	347	338	322	586	346	259	218
ENSG00000274124	2	2	7	1	2	0	1	4	2	1	0	1	2	0	0
ENSG00000258051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257885	0	3	0	0	4	0	0	0	2	3	0	0	0	0	1
ENSG00000257848	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000177875	4	4	12	11	2	5	6	9	14	20	11	16	15	5	11
ENSG00000279875	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
ENSG00000269514	3	4	4	1	1	2	20	17	8	2	2	4	5	2	0
ENSG00000258234	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000275228	0	0	2	0	0	0	0	4	0	0	0	0	0	2	0
ENSG00000258273	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000167528	209	254	191	115	181	116	240	164	177	191	138	344	104	188	116
ENSG00000257735	0	0	0	0	0	1	5	6	1	2	0	0	0	0	0
ENSG00000257763	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000273765	0	0	0	0	0	1	2	1	4	0	0	4	1	3	0
ENSG00000258024	0	0	0	0	0	1	0	0	0	3	0	0	0	2	0
ENSG00000257792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226413	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000290754	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000135424	152	629	203	254	256	207	194	256	480	483	332	669	42	614	243
ENSG00000289965	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0
ENSG00000258056	41	33	15	14	29	20	39	31	41	30	32	69	27	31	26
ENSG00000172640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187166	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1
ENSG00000060709	5	2	2	3	6	2	2	8	14	8	2	0	5	12	1
ENSG00000257599	47	79	20	29	58	36	66	45	34	39	44	80	75	31	23
ENSG00000242986	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0
ENSG00000255885	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
ENSG00000290484	1	0	3	0	0	0	0	1	0	0	1	0	0	1	1
ENSG00000176654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000059804	106	199	512	1047	104	104	285	555	369	572	205	188	116	91	251
ENSG00000196498	365	1004	292	263	268	391	437	193	599	577	531	1265	91	422	334
ENSG00000224709	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000139620	165	256	213	55	176	66	231	241	239	142	110	161	232	135	89
ENSG00000221491	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000281842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206612	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0
ENSG00000207313	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000129315	261	398	343	143	247	116	279	274	294	261	174	285	162	353	148
ENSG00000185046	6	4	3	1	7	1	8	19	15	4	5	4	0	14	4
ENSG00000135517	1	1	1	0	1	1	0	1	3	2	2	3	0	6	4
ENSG00000285528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176422	1253	684	2011	1039	616	422	503	442	1169	814	677	1397	748	735	648
ENSG00000135423	79	31	33	91	57	82	44	30	114	256	135	723	36	64	322
ENSG00000257576	73	80	98	36	85	32	137	55	51	50	50	86	99	31	40
ENSG00000076067	90	133	106	60	53	75	148	80	187	215	63	105	29	78	59
ENSG00000278743	0	3	0	0	2	2	2	2	7	4	2	3	6	3	4
ENSG00000289928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111305	0	0	0	0	2	0	1	4	0	0	0	0	0	0	0
ENSG00000079387	112	143	77	43	65	54	71	73	69	85	54	156	22	86	39
ENSG00000152556	124	183	103	43	123	115	201	177	299	232	231	181	73	87	74
ENSG00000249641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251151	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
ENSG00000250133	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0
ENSG00000250451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228630	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0
ENSG00000290712	3	3	4	8	3	3	0	1	4	3	0	8	1	0	2
ENSG00000159335	8715	6031	9734	5444	8093	4221	5588	8162	11607	9312	10045	14039	8187	12684	9373
ENSG00000270175	7	23	23	12	7	8	6	18	24	9	11	20	17	4	14
ENSG00000139546	181	283	241	109	130	103	183	98	243	181	160	250	107	107	120
ENSG00000135100	161	287	54	71	43	59	92	34	65	118	103	296	34	28	102
ENSG00000126746	187	279	143	87	82	92	228	82	193	129	126	310	83	180	109
ENSG00000256706	0	0	0	0	0	0	1	3	1	3	0	0	0	0	1
ENSG00000274659	0	3	3	0	6	0	7	11	6	2	4	1	2	6	0
ENSG00000151067	10	45	5	3	21	31	60	89	129	85	48	25	13	29	11
ENSG00000133703	241	371	263	160	243	102	287	159	186	141	96	314	230	259	122
ENSG00000139370	220	374	214	165	225	165	343	198	216	262	262	425	214	255	114
ENSG00000279500	2	13	1	3	0	2	3	1	8	6	2	7	0	19	1
ENSG00000274695	0	4	0	0	3	0	0	0	0	1	3	0	0	1	0
ENSG00000151948	383	425	262	355	501	238	349	154	506	564	520	946	303	372	182
ENSG00000255838	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000256581	0	0	2	1	2	0	7	13	8	5	2	2	0	0	5
ENSG00000249196	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000277217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256699	2	0	0	0	0	0	0	0	0	0	0	1	0	5	0
ENSG00000215039	58	86	109	28	130	56	150	124	223	151	98	128	87	82	67
ENSG00000111641	3	5	2	0	4	3	7	24	4	4	6	7	0	6	2
ENSG00000186136	0	0	0	0	0	0	0	4	4	0	0	1	0	0	0
ENSG00000256657	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0
ENSG00000275119	0	0	4	0	0	0	2	4	3	0	0	0	0	0	2
ENSG00000197870	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0
ENSG00000230657	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0
ENSG00000251655	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000257730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167566	99	263	75	126	103	73	187	92	229	146	111	246	93	125	61
ENSG00000258057	6	0	2	0	5	1	5	7	6	4	2	9	2	2	2
ENSG00000186666	56	36	82	37	45	26	68	48	76	39	41	68	48	38	29
ENSG00000257253	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0
ENSG00000242041	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000135472	0	4	0	0	0	0	3	1	3	7	1	0	3	2	4
ENSG00000257771	2	0	1	0	0	0	2	0	2	0	1	0	0	1	2
ENSG00000258135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167580	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000257588	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000257378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161798	1	5	4	0	0	1	0	8	0	1	1	0	0	1	0
ENSG00000086159	1	3	0	2	0	1	0	2	0	0	0	7	0	3	0
ENSG00000161800	62	573	44	33	34	18	129	84	31	26	26	69	35	12	18
ENSG00000110881	0	8	0	0	0	2	7	5	5	16	4	5	2	4	2
ENSG00000066117	208	449	271	157	129	139	268	128	357	271	195	339	134	179	119
ENSG00000167588	4501	2888	2177	2285	1024	908	794	1094	765	889	1456	1716	1411	597	880
ENSG00000178449	303	344	899	234	351	156	532	378	724	371	361	542	487	290	302
ENSG00000272368	6	8	6	8	10	2	7	16	19	8	3	19	4	8	6
ENSG00000139624	122	201	194	80	138	96	245	206	367	244	146	162	76	129	87
ENSG00000153179	128	284	199	191	136	106	270	140	151	156	98	86	74	123	71
ENSG00000257465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171435	1	6	9	1	1	2	11	19	3	11	3	3	3	2	0
ENSG00000256071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111445	117	262	164	75	61	71	99	68	77	90	75	160	45	58	46
ENSG00000277873	0	0	0	1	0	0	1	0	0	2	0	1	0	2	0
ENSG00000276292	0	0	1	0	0	0	2	3	2	0	0	0	0	0	0
ENSG00000122966	82	246	33	16	13	37	74	155	66	77	27	153	9	166	40
ENSG00000274292	3	6	0	0	1	0	2	2	0	0	0	0	1	0	0
ENSG00000139718	133	360	119	74	102	132	211	116	194	124	112	363	140	191	84
ENSG00000158104	14854	9119	24622	21770	11142	7966	13746	4923	16009	27534	14934	42437	4671	8318	16649
ENSG00000256811	2	2	12	6	19	6	19	7	22	23	15	16	0	13	10
ENSG00000278084	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000287493	0	0	1	0	0	1	0	0	0	0	1	4	0	0	3
